ticket_id,arrival_ts,queue,priority,language,channel,customer_tier,is_vip,is_reopened,complexity,estimated_effort_min,first_response_sla_min,first_response_due_ts,resolution_sla_business_min,resolution_due_ts,required_skill_tags,ticket_subject
TKT-00483,2026-03-06 11:58:06,Integrations/API,P1,EN,portal,Mid-Market,0,1,complex,136,15,2026-03-06 12:13:06,240,2026-03-06 15:58:06,integrations_api|api_specialist|incident_escalation|integration_specialist,Webhook delivery returns intermittent 502 responses
TKT-00484,2026-03-06 11:58:36,Billing,P4,DE,email,SMB,0,0,simple,12,480,2026-03-09 11:59:00,2400,2026-03-13 11:59:00,billing|de_language,Seat reduction request still billed at previous volume
TKT-00485,2026-03-06 11:59:41,Account Access,P4,EN,portal,Enterprise,0,0,standard,28,480,2026-03-09 12:00:00,2400,2026-03-13 12:00:00,account_access|enterprise_handling,SCIM-provisioned user missing expected product access
TKT-00486,2026-03-06 12:04:40,Product Support,P4,EN,portal,Mid-Market,0,0,simple,17,480,2026-03-09 12:05:00,2400,2026-03-13 12:05:00,product_support,Search results differ between UI and exported report
TKT-00487,2026-03-06 12:13:15,Product Support,P3,DE,portal,SMB,0,0,standard,26,240,2026-03-09 08:14:00,960,2026-03-10 12:14:00,product_support|de_language,Exported CSV misses custom fields in final report
TKT-00488,2026-03-06 12:13:23,Product Support,P2,EN,portal,SMB,0,0,standard,35,60,2026-03-06 13:13:23,480,2026-03-09 12:14:00,product_support,Notification rule sent duplicate emails to requester
TKT-00489,2026-03-06 12:14:41,Account Access,P4,EN,email,Enterprise,0,0,standard,23,480,2026-03-09 12:15:00,2400,2026-03-13 12:15:00,account_access|enterprise_handling,Role change not reflected after access approval
TKT-00490,2026-03-06 12:29:11,Product Support,P2,EN,portal,Enterprise,0,0,complex,92,60,2026-03-06 13:29:11,480,2026-03-09 12:30:00,product_support|enterprise_handling|product_specialist,Attachment preview fails for PDF uploaded from mobile app
TKT-00491,2026-03-06 12:33:23,Account Access,P3,EN,portal,Mid-Market,0,0,simple,6,240,2026-03-09 08:34:00,960,2026-03-10 12:34:00,account_access,MFA challenge not accepted for admin account
TKT-00492,2026-03-06 12:33:34,Product Support,P4,DE,email,SMB,0,0,standard,44,480,2026-03-09 12:34:00,2400,2026-03-13 12:34:00,product_support|de_language,Webhook retry settings not visible in admin interface
TKT-00493,2026-03-06 12:34:29,Billing,P2,DE,email,Enterprise,1,0,simple,6,60,2026-03-06 13:34:29,480,2026-03-09 12:35:00,billing|de_language|enterprise_handling,Purchase order reference missing from latest invoice
TKT-00494,2026-03-06 12:34:42,Product Support,P4,EN,portal,Mid-Market,0,0,standard,40,480,2026-03-09 12:35:00,2400,2026-03-13 12:35:00,product_support,Webhook retry settings not visible in admin interface
TKT-00495,2026-03-06 12:41:28,Account Access,P4,EN,email,Mid-Market,0,1,standard,18,480,2026-03-09 12:42:00,2400,2026-03-13 12:42:00,account_access,New team member did not receive activation email
TKT-00496,2026-03-06 12:50:16,Product Support,P3,EN,email,Mid-Market,0,0,standard,27,240,2026-03-09 08:51:00,960,2026-03-10 12:51:00,product_support,Kanban board shows outdated ticket counts after refresh
TKT-00497,2026-03-06 12:51:58,Account Access,P3,EN,portal,Mid-Market,0,0,standard,21,240,2026-03-09 08:52:00,960,2026-03-10 12:52:00,account_access,User cannot access workspace after password reset
TKT-00498,2026-03-06 12:58:06,Integrations/API,P3,EN,portal,SMB,0,0,complex,101,240,2026-03-09 08:59:00,960,2026-03-10 12:59:00,integrations_api|api_specialist|integration_specialist,Webhook delivery returns intermittent 502 responses
TKT-00499,2026-03-06 13:01:39,Integrations/API,P3,EN,email,SMB,0,0,standard,46,240,2026-03-09 09:02:00,960,2026-03-10 13:02:00,integrations_api|api_specialist,Webhook delivery returns intermittent 502 responses
TKT-00500,2026-03-06 13:04:33,Integrations/API,P1,EN,portal,SMB,0,0,standard,37,15,2026-03-06 13:19:33,240,2026-03-09 09:05:00,integrations_api|api_specialist|incident_escalation,ERP connector creates duplicate records on retry
TKT-00501,2026-03-06 13:13:23,Product Support,P4,DE,portal,Mid-Market,0,0,simple,15,480,2026-03-09 13:14:00,2400,2026-03-13 13:14:00,product_support|de_language,Search results differ between UI and exported report
TKT-00502,2026-03-06 13:16:31,Account Access,P4,EN,portal,SMB,0,1,complex,51,480,2026-03-09 13:17:00,2400,2026-03-13 13:17:00,account_access,Role change not reflected after access approval
TKT-00503,2026-03-06 13:32:05,Account Access,P4,EN,portal,SMB,0,0,complex,73,480,2026-03-09 13:33:00,2400,2026-03-13 13:33:00,account_access,Group-based permissions not syncing from identity provider
TKT-00504,2026-03-06 13:34:44,Product Support,P4,EN,portal,SMB,0,0,standard,27,480,2026-03-09 13:35:00,2400,2026-03-13 13:35:00,product_support,Exported CSV misses custom fields in final report
TKT-00505,2026-03-06 13:49:41,Account Access,P2,DE,portal,Mid-Market,0,0,simple,5,60,2026-03-06 14:49:41,480,2026-03-09 13:50:00,account_access|de_language,New team member did not receive activation email
TKT-00506,2026-03-06 14:06:39,Integrations/API,P3,EN,email,SMB,0,0,complex,89,240,2026-03-09 10:07:00,960,2026-03-10 14:07:00,integrations_api|api_specialist|integration_specialist,REST API pagination skips records after cursor handoff
TKT-00507,2026-03-06 14:10:56,Product Support,P3,EN,email,SMB,0,0,simple,18,240,2026-03-09 10:11:00,960,2026-03-10 14:11:00,product_support,Webhook retry settings not visible in admin interface
TKT-00508,2026-03-06 14:14:22,Product Support,P4,EN,portal,Mid-Market,0,0,complex,58,480,2026-03-09 14:15:00,2400,2026-03-13 14:15:00,product_support|product_specialist,Custom field values not visible in agent workspace
TKT-00509,2026-03-06 14:43:49,Billing,P4,EN,email,SMB,0,0,simple,10,480,2026-03-09 14:44:00,2400,2026-03-13 14:44:00,billing,Currency setting changed but invoice still generated in USD
TKT-00510,2026-03-06 15:07:01,Product Support,P4,DE,email,SMB,0,0,simple,14,480,2026-03-09 15:08:00,2400,2026-03-13 15:08:00,product_support|de_language,Kanban board shows outdated ticket counts after refresh
TKT-00511,2026-03-06 15:21:29,Billing,P2,EN,portal,Mid-Market,0,0,standard,37,60,2026-03-09 08:22:00,480,2026-03-09 15:22:00,billing,Invoice shows duplicate line items after plan change
TKT-00512,2026-03-09 08:02:18,Product Support,P1,EN,portal,Enterprise,0,0,standard,29,15,2026-03-09 08:17:18,240,2026-03-09 12:02:18,product_support|enterprise_handling|incident_escalation,Notification rule sent duplicate emails to requester
TKT-00513,2026-03-09 08:08:06,Product Support,P3,DE,email,Enterprise,0,0,standard,35,240,2026-03-09 12:08:06,960,2026-03-11 08:09:00,product_support|de_language|enterprise_handling,Webhook retry settings not visible in admin interface
TKT-00514,2026-03-09 08:11:12,Product Support,P3,DE,email,SMB,0,1,standard,28,240,2026-03-09 12:11:12,960,2026-03-11 08:12:00,product_support|de_language,Dashboard filter not persisting for saved view
TKT-00515,2026-03-09 08:23:11,Product Support,P4,EN,email,Enterprise,1,0,standard,34,480,2026-03-10 08:24:00,2400,2026-03-16 08:24:00,product_support|enterprise_handling,Webhook retry settings not visible in admin interface
TKT-00516,2026-03-09 08:27:52,Product Support,P1,EN,email,SMB,0,0,complex,80,15,2026-03-09 08:42:52,240,2026-03-09 12:27:52,product_support|incident_escalation|product_specialist,Dashboard filter not persisting for saved view
TKT-00517,2026-03-09 08:29:32,Product Support,P2,DE,chat,Mid-Market,0,0,standard,46,60,2026-03-09 09:29:32,480,2026-03-10 08:30:00,product_support|de_language,Workflow automation did not trigger after status update
TKT-00518,2026-03-09 08:35:51,Billing,P4,DE,chat,SMB,0,0,simple,12,480,2026-03-10 08:36:00,2400,2026-03-16 08:36:00,billing|de_language,Purchase order reference missing from latest invoice
TKT-00519,2026-03-09 08:43:57,Product Support,P1,EN,email,Enterprise,0,0,standard,31,15,2026-03-09 08:58:57,240,2026-03-09 12:43:57,product_support|enterprise_handling|incident_escalation,Search results differ between UI and exported report
TKT-00520,2026-03-09 08:55:35,Integrations/API,P4,DE,chat,SMB,0,0,standard,47,480,2026-03-10 08:56:00,2400,2026-03-16 08:56:00,integrations_api|de_language|api_specialist,SSO assertion rejected after identity provider certificate update
TKT-00521,2026-03-09 09:02:18,Billing,P4,EN,chat,Mid-Market,0,0,simple,11,480,2026-03-10 09:03:00,2400,2026-03-16 09:03:00,billing,Credit note not applied to outstanding balance
TKT-00522,2026-03-09 09:06:52,Product Support,P2,EN,portal,SMB,0,0,simple,19,60,2026-03-09 10:06:52,480,2026-03-10 09:07:00,product_support,Attachment preview fails for PDF uploaded from mobile app
TKT-00523,2026-03-09 09:15:34,Account Access,P3,EN,email,Enterprise,0,0,simple,11,240,2026-03-09 13:15:34,960,2026-03-11 09:16:00,account_access|enterprise_handling,SCIM-provisioned user missing expected product access
TKT-00524,2026-03-09 09:16:42,Integrations/API,P2,EN,portal,SMB,0,0,standard,50,60,2026-03-09 10:16:42,480,2026-03-10 09:17:00,integrations_api|api_specialist,SSO assertion rejected after identity provider certificate update
TKT-00525,2026-03-09 09:17:10,Product Support,P1,EN,portal,Enterprise,0,0,simple,21,15,2026-03-09 09:32:10,240,2026-03-09 13:17:10,product_support|enterprise_handling|incident_escalation,Bulk update operation stalled for large ticket batch
TKT-00526,2026-03-09 09:22:13,Integrations/API,P4,DE,portal,SMB,0,0,standard,49,480,2026-03-10 09:23:00,2400,2026-03-16 09:23:00,integrations_api|de_language|api_specialist,ERP connector creates duplicate records on retry
TKT-00527,2026-03-09 09:23:27,Account Access,P4,EN,portal,SMB,0,0,standard,30,480,2026-03-10 09:24:00,2400,2026-03-16 09:24:00,account_access,Account locked after repeated login attempts
TKT-00528,2026-03-09 09:27:46,Account Access,P3,EN,email,Enterprise,0,1,standard,18,240,2026-03-09 13:27:46,960,2026-03-11 09:28:00,account_access|enterprise_handling,New team member did not receive activation email
TKT-00529,2026-03-09 09:28:34,Integrations/API,P3,EN,portal,Mid-Market,0,0,standard,55,240,2026-03-09 13:28:34,960,2026-03-11 09:29:00,integrations_api|api_specialist,GraphQL endpoint times out on nested customer query
TKT-00530,2026-03-09 09:31:38,Account Access,P4,EN,email,Enterprise,0,0,standard,30,480,2026-03-10 09:32:00,2400,2026-03-16 09:32:00,account_access|enterprise_handling,Permission update not reflected in project dashboard
TKT-00531,2026-03-09 09:32:04,Billing,P3,DE,chat,SMB,0,1,standard,33,240,2026-03-09 13:32:04,960,2026-03-11 09:33:00,billing|de_language,Tax calculation differs from contract expectations
TKT-00532,2026-03-09 09:35:25,Product Support,P2,EN,portal,SMB,0,0,complex,79,60,2026-03-09 10:35:25,480,2026-03-10 09:36:00,product_support|product_specialist,Workflow automation did not trigger after status update
TKT-00533,2026-03-09 09:37:34,Account Access,P4,EN,email,Mid-Market,0,0,simple,7,480,2026-03-10 09:38:00,2400,2026-03-16 09:38:00,account_access,Group-based permissions not syncing from identity provider
TKT-00534,2026-03-09 09:37:43,Account Access,P4,EN,portal,SMB,0,0,standard,15,480,2026-03-10 09:38:00,2400,2026-03-16 09:38:00,account_access,Session expires immediately after successful login
TKT-00535,2026-03-09 09:41:54,Product Support,P3,EN,email,Enterprise,1,0,complex,56,240,2026-03-09 13:41:54,960,2026-03-11 09:42:00,product_support|enterprise_handling|product_specialist,Workflow automation did not trigger after status update
TKT-00536,2026-03-09 09:47:53,Billing,P3,EN,chat,SMB,0,0,standard,22,240,2026-03-09 13:47:53,960,2026-03-11 09:48:00,billing,Credit note not applied to outstanding balance
TKT-00537,2026-03-09 09:49:35,Billing,P3,EN,portal,SMB,0,0,standard,20,240,2026-03-09 13:49:35,960,2026-03-11 09:50:00,billing,Seat reduction request still billed at previous volume
TKT-00538,2026-03-09 09:51:51,Integrations/API,P2,EN,portal,Mid-Market,0,0,standard,47,60,2026-03-09 10:51:51,480,2026-03-10 09:52:00,integrations_api|api_specialist,CRM integration stopped syncing ticket comments overnight
TKT-00539,2026-03-09 09:52:40,Account Access,P2,EN,chat,SMB,0,0,standard,28,60,2026-03-09 10:52:40,480,2026-03-10 09:53:00,account_access,Account locked after repeated login attempts
TKT-00540,2026-03-09 09:53:21,Integrations/API,P3,EN,portal,SMB,0,0,complex,94,240,2026-03-09 13:53:21,960,2026-03-11 09:54:00,integrations_api|api_specialist|integration_specialist,API rate limit reached earlier than documented threshold
TKT-00541,2026-03-09 09:53:29,Product Support,P3,EN,portal,Mid-Market,0,0,simple,19,240,2026-03-09 13:53:29,960,2026-03-11 09:54:00,product_support,Custom field values not visible in agent workspace
TKT-00542,2026-03-09 09:53:56,Product Support,P4,DE,portal,Mid-Market,0,0,simple,19,480,2026-03-10 09:54:00,2400,2026-03-16 09:54:00,product_support|de_language,Exported CSV misses custom fields in final report
TKT-00543,2026-03-09 09:57:53,Account Access,P4,EN,portal,SMB,0,0,simple,9,480,2026-03-10 09:58:00,2400,2026-03-16 09:58:00,account_access,User cannot access workspace after password reset
TKT-00544,2026-03-09 09:58:29,Account Access,P3,EN,portal,Enterprise,1,0,simple,5,240,2026-03-09 13:58:29,960,2026-03-11 09:59:00,account_access|enterprise_handling,SCIM-provisioned user missing expected product access
TKT-00545,2026-03-09 10:00:04,Integrations/API,P2,EN,portal,SMB,0,0,complex,86,60,2026-03-09 11:00:04,480,2026-03-10 10:01:00,integrations_api|api_specialist|integration_specialist,ERP connector creates duplicate records on retry
TKT-00546,2026-03-09 10:01:18,Product Support,P2,EN,portal,Mid-Market,0,0,standard,33,60,2026-03-09 11:01:18,480,2026-03-10 10:02:00,product_support,Exported CSV misses custom fields in final report
TKT-00547,2026-03-09 10:02:53,Product Support,P2,EN,portal,SMB,0,0,standard,39,60,2026-03-09 11:02:53,480,2026-03-10 10:03:00,product_support,Exported CSV misses custom fields in final report
TKT-00548,2026-03-09 10:04:06,Product Support,P3,EN,portal,SMB,0,0,simple,21,240,2026-03-09 14:04:06,960,2026-03-11 10:05:00,product_support,Search results differ between UI and exported report
TKT-00549,2026-03-09 10:05:39,Integrations/API,P4,EN,portal,SMB,0,0,complex,86,480,2026-03-10 10:06:00,2400,2026-03-16 10:06:00,integrations_api|api_specialist|integration_specialist,API rate limit reached earlier than documented threshold
TKT-00550,2026-03-09 10:09:19,Billing,P3,DE,portal,Enterprise,0,0,standard,31,240,2026-03-09 14:09:19,960,2026-03-11 10:10:00,billing|de_language|enterprise_handling,Upgrade request created prorated amount mismatch
TKT-00551,2026-03-09 10:19:23,Billing,P4,EN,chat,Mid-Market,0,0,simple,7,480,2026-03-10 10:20:00,2400,2026-03-16 10:20:00,billing,Credit note not applied to outstanding balance
TKT-00552,2026-03-09 10:19:34,Integrations/API,P3,EN,chat,Mid-Market,0,0,complex,97,240,2026-03-09 14:19:34,960,2026-03-11 10:20:00,integrations_api|api_specialist|integration_specialist,SCIM deprovisioning request returns 403 for service account
TKT-00553,2026-03-09 10:21:49,Account Access,P2,EN,email,SMB,0,0,simple,10,60,2026-03-09 11:21:49,480,2026-03-10 10:22:00,account_access,Permission update not reflected in project dashboard
TKT-00554,2026-03-09 10:24:38,Account Access,P4,DE,email,Mid-Market,0,0,simple,7,480,2026-03-10 10:25:00,2400,2026-03-16 10:25:00,account_access|de_language,New team member did not receive activation email
TKT-00555,2026-03-09 10:24:50,Account Access,P4,EN,portal,SMB,0,0,simple,10,480,2026-03-10 10:25:00,2400,2026-03-16 10:25:00,account_access,Role change not reflected after access approval
TKT-00556,2026-03-09 10:29:50,Product Support,P3,EN,portal,SMB,0,0,standard,38,240,2026-03-09 14:29:50,960,2026-03-11 10:30:00,product_support,Custom field values not visible in agent workspace
TKT-00557,2026-03-09 10:31:24,Integrations/API,P4,DE,email,SMB,0,0,standard,40,480,2026-03-10 10:32:00,2400,2026-03-16 10:32:00,integrations_api|de_language|api_specialist,OAuth token refresh fails for production integration
TKT-00558,2026-03-09 10:40:40,Product Support,P2,EN,portal,SMB,0,0,standard,42,60,2026-03-09 11:40:40,480,2026-03-10 10:41:00,product_support,Dashboard filter not persisting for saved view
TKT-00559,2026-03-09 10:41:42,Integrations/API,P3,EN,portal,Mid-Market,0,0,complex,116,240,2026-03-09 14:41:42,960,2026-03-11 10:42:00,integrations_api|api_specialist|integration_specialist,CRM integration stopped syncing ticket comments overnight
TKT-00560,2026-03-09 10:42:56,Product Support,P3,EN,email,Enterprise,0,0,standard,32,240,2026-03-09 14:42:56,960,2026-03-11 10:43:00,product_support|enterprise_handling,Custom field values not visible in agent workspace
TKT-00561,2026-03-09 10:43:51,Product Support,P4,EN,portal,SMB,0,0,complex,61,480,2026-03-10 10:44:00,2400,2026-03-16 10:44:00,product_support|product_specialist,Workflow automation did not trigger after status update
TKT-00562,2026-03-09 10:46:53,Billing,P3,EN,portal,SMB,0,0,complex,61,240,2026-03-09 14:46:53,960,2026-03-11 10:47:00,billing,Subscription cancellation not reflected in billing portal
TKT-00563,2026-03-09 10:52:07,Integrations/API,P2,DE,email,SMB,0,0,simple,26,60,2026-03-09 11:52:07,480,2026-03-10 10:53:00,integrations_api|de_language|api_specialist,ERP connector creates duplicate records on retry
TKT-00564,2026-03-09 10:53:06,Billing,P4,DE,chat,Enterprise,0,0,complex,71,480,2026-03-10 10:54:00,2400,2026-03-16 10:54:00,billing|de_language|enterprise_handling,Invoice shows duplicate line items after plan change
TKT-00565,2026-03-09 11:00:00,Billing,P4,EN,portal,SMB,0,1,simple,11,480,2026-03-10 11:00:00,2400,2026-03-16 11:00:00,billing,Invoice shows duplicate line items after plan change
TKT-00566,2026-03-09 11:15:51,Account Access,P2,EN,portal,SMB,0,0,standard,20,60,2026-03-09 12:15:51,480,2026-03-10 11:16:00,account_access,New team member did not receive activation email
TKT-00567,2026-03-09 11:15:57,Account Access,P4,EN,portal,SMB,0,0,simple,12,480,2026-03-10 11:16:00,2400,2026-03-16 11:16:00,account_access,Account locked after repeated login attempts
TKT-00568,2026-03-09 11:19:24,Account Access,P3,EN,portal,SMB,0,0,simple,5,240,2026-03-09 15:19:24,960,2026-03-11 11:20:00,account_access,SSO login loops back to sign-in page
TKT-00569,2026-03-09 11:22:19,Billing,P3,EN,chat,SMB,0,0,standard,26,240,2026-03-09 15:22:19,960,2026-03-11 11:23:00,billing,Upgrade request created prorated amount mismatch
TKT-00570,2026-03-09 11:22:34,Product Support,P4,EN,email,Mid-Market,0,0,complex,82,480,2026-03-10 11:23:00,2400,2026-03-16 11:23:00,product_support|product_specialist,Notification rule sent duplicate emails to requester
TKT-00571,2026-03-09 11:22:52,Account Access,P1,DE,email,SMB,0,0,standard,18,15,2026-03-09 11:37:52,240,2026-03-09 15:22:52,account_access|de_language|incident_escalation,Session expires immediately after successful login
TKT-00572,2026-03-09 11:22:54,Product Support,P2,EN,portal,SMB,0,0,standard,46,60,2026-03-09 12:22:54,480,2026-03-10 11:23:00,product_support,Exported CSV misses custom fields in final report
TKT-00573,2026-03-09 11:25:35,Product Support,P3,EN,portal,SMB,0,0,standard,38,240,2026-03-09 15:25:35,960,2026-03-11 11:26:00,product_support,Bulk update operation stalled for large ticket batch
TKT-00574,2026-03-09 11:25:47,Product Support,P2,DE,portal,Mid-Market,0,0,complex,94,60,2026-03-09 12:25:47,480,2026-03-10 11:26:00,product_support|de_language|product_specialist,Exported CSV misses custom fields in final report
TKT-00575,2026-03-09 11:30:43,Account Access,P3,EN,portal,Enterprise,0,0,simple,5,240,2026-03-09 15:30:43,960,2026-03-11 11:31:00,account_access|enterprise_handling,Permission update not reflected in project dashboard
TKT-00576,2026-03-09 11:31:08,Product Support,P3,EN,email,SMB,0,0,standard,45,240,2026-03-09 15:31:08,960,2026-03-11 11:32:00,product_support,Dashboard filter not persisting for saved view
TKT-00577,2026-03-09 11:35:57,Billing,P3,EN,portal,SMB,0,0,simple,6,240,2026-03-09 15:35:57,960,2026-03-11 11:36:00,billing,Invoice shows duplicate line items after plan change
TKT-00578,2026-03-09 11:40:52,Account Access,P2,EN,portal,SMB,0,0,simple,13,60,2026-03-09 12:40:52,480,2026-03-10 11:41:00,account_access,Session expires immediately after successful login
TKT-00579,2026-03-09 11:40:59,Billing,P2,EN,email,Mid-Market,0,0,standard,30,60,2026-03-09 12:40:59,480,2026-03-10 11:41:00,billing,Currency setting changed but invoice still generated in USD
TKT-00580,2026-03-09 11:41:48,Product Support,P4,EN,email,SMB,0,0,simple,21,480,2026-03-10 11:42:00,2400,2026-03-16 11:42:00,product_support,Kanban board shows outdated ticket counts after refresh
TKT-00581,2026-03-09 11:42:20,Account Access,P4,EN,chat,Mid-Market,0,0,complex,39,480,2026-03-10 11:43:00,2400,2026-03-16 11:43:00,account_access,SCIM-provisioned user missing expected product access
TKT-00582,2026-03-09 11:43:12,Product Support,P2,EN,portal,Mid-Market,0,0,simple,17,60,2026-03-09 12:43:12,480,2026-03-10 11:44:00,product_support,Custom field values not visible in agent workspace
TKT-00583,2026-03-09 11:45:40,Product Support,P3,DE,email,Enterprise,0,0,standard,28,240,2026-03-09 15:45:40,960,2026-03-11 11:46:00,product_support|de_language|enterprise_handling,Notification rule sent duplicate emails to requester
TKT-00584,2026-03-09 11:47:53,Account Access,P3,EN,chat,SMB,0,1,standard,19,240,2026-03-09 15:47:53,960,2026-03-11 11:48:00,account_access,New team member did not receive activation email
TKT-00585,2026-03-09 11:54:22,Account Access,P3,EN,email,Mid-Market,0,0,standard,17,240,2026-03-09 15:54:22,960,2026-03-11 11:55:00,account_access,SSO login loops back to sign-in page
TKT-00586,2026-03-09 11:55:42,Product Support,P2,EN,email,SMB,0,0,simple,20,60,2026-03-09 12:55:42,480,2026-03-10 11:56:00,product_support,Bulk update operation stalled for large ticket batch
TKT-00587,2026-03-09 11:55:59,Product Support,P3,EN,chat,SMB,0,0,standard,32,240,2026-03-09 15:55:59,960,2026-03-11 11:56:00,product_support,Search results differ between UI and exported report
TKT-00588,2026-03-09 12:02:23,Product Support,P1,EN,portal,SMB,0,0,standard,38,15,2026-03-09 12:17:23,240,2026-03-10 08:03:00,product_support|incident_escalation,Exported CSV misses custom fields in final report
TKT-00589,2026-03-09 12:03:36,Billing,P3,DE,email,SMB,0,0,simple,11,240,2026-03-10 08:04:00,960,2026-03-11 12:04:00,billing|de_language,Currency setting changed but invoice still generated in USD
TKT-00590,2026-03-09 12:10:19,Integrations/API,P4,EN,chat,Enterprise,0,0,standard,31,480,2026-03-10 12:11:00,2400,2026-03-16 12:11:00,integrations_api|enterprise_handling|api_specialist,Webhook delivery returns intermittent 502 responses
TKT-00591,2026-03-09 12:11:51,Integrations/API,P3,EN,chat,SMB,0,0,complex,109,240,2026-03-10 08:12:00,960,2026-03-11 12:12:00,integrations_api|api_specialist|integration_specialist,ERP connector creates duplicate records on retry
TKT-00592,2026-03-09 12:17:09,Account Access,P3,EN,portal,Mid-Market,0,0,standard,29,240,2026-03-10 08:18:00,960,2026-03-11 12:18:00,account_access,Role change not reflected after access approval
TKT-00593,2026-03-09 12:18:32,Billing,P4,EN,email,Enterprise,0,0,standard,22,480,2026-03-10 12:19:00,2400,2026-03-16 12:19:00,billing|enterprise_handling,Seat reduction request still billed at previous volume
TKT-00594,2026-03-09 12:20:57,Account Access,P3,EN,portal,Enterprise,1,0,standard,15,240,2026-03-10 08:21:00,960,2026-03-11 12:21:00,account_access|enterprise_handling,New team member did not receive activation email
TKT-00595,2026-03-09 12:25:20,Account Access,P2,EN,portal,Mid-Market,0,1,simple,12,60,2026-03-09 13:25:20,480,2026-03-10 12:26:00,account_access,MFA challenge not accepted for admin account
TKT-00596,2026-03-09 12:30:38,Product Support,P3,EN,email,SMB,0,0,simple,10,240,2026-03-10 08:31:00,960,2026-03-11 12:31:00,product_support,Dashboard filter not persisting for saved view
TKT-00597,2026-03-09 12:32:49,Account Access,P1,DE,portal,Enterprise,0,0,complex,79,15,2026-03-09 12:47:49,240,2026-03-10 08:33:00,account_access|de_language|enterprise_handling|incident_escalation,Session expires immediately after successful login
TKT-00598,2026-03-09 12:33:01,Integrations/API,P4,EN,portal,Mid-Market,0,0,standard,45,480,2026-03-10 12:34:00,2400,2026-03-16 12:34:00,integrations_api|api_specialist,API rate limit reached earlier than documented threshold
TKT-00599,2026-03-09 12:42:14,Billing,P2,EN,portal,Mid-Market,0,1,standard,22,60,2026-03-09 13:42:14,480,2026-03-10 12:43:00,billing,Billing contact did not receive monthly invoice email
TKT-00600,2026-03-09 12:44:33,Integrations/API,P3,EN,portal,SMB,0,0,standard,39,240,2026-03-10 08:45:00,960,2026-03-11 12:45:00,integrations_api|api_specialist,SSO assertion rejected after identity provider certificate update
TKT-00601,2026-03-09 12:49:14,Integrations/API,P3,EN,email,Mid-Market,0,0,complex,74,240,2026-03-10 08:50:00,960,2026-03-11 12:50:00,integrations_api|api_specialist|integration_specialist,OAuth token refresh fails for production integration
TKT-00602,2026-03-09 12:53:30,Integrations/API,P4,EN,portal,SMB,0,0,standard,31,480,2026-03-10 12:54:00,2400,2026-03-16 12:54:00,integrations_api|api_specialist,ERP connector creates duplicate records on retry
TKT-00603,2026-03-09 12:59:54,Account Access,P4,EN,portal,SMB,0,0,standard,24,480,2026-03-10 13:00:00,2400,2026-03-16 13:00:00,account_access,Session expires immediately after successful login
TKT-00604,2026-03-09 13:01:33,Integrations/API,P4,EN,portal,SMB,0,0,complex,110,480,2026-03-10 13:02:00,2400,2026-03-16 13:02:00,integrations_api|api_specialist|integration_specialist,Webhook delivery returns intermittent 502 responses
TKT-00605,2026-03-09 13:10:46,Integrations/API,P3,DE,email,SMB,0,0,complex,90,240,2026-03-10 09:11:00,960,2026-03-11 13:11:00,integrations_api|de_language|api_specialist|integration_specialist,OAuth token refresh fails for production integration
TKT-00606,2026-03-09 13:13:51,Account Access,P2,EN,email,SMB,0,0,standard,27,60,2026-03-09 14:13:51,480,2026-03-10 13:14:00,account_access,Session expires immediately after successful login
TKT-00607,2026-03-09 13:15:09,Product Support,P2,EN,chat,Mid-Market,0,0,complex,68,60,2026-03-09 14:15:09,480,2026-03-10 13:16:00,product_support|product_specialist,Notification rule sent duplicate emails to requester
TKT-00608,2026-03-09 13:28:52,Product Support,P3,EN,portal,Mid-Market,0,0,standard,38,240,2026-03-10 09:29:00,960,2026-03-11 13:29:00,product_support,Custom field values not visible in agent workspace
TKT-00609,2026-03-09 13:36:49,Product Support,P1,EN,email,Mid-Market,0,0,complex,59,15,2026-03-09 13:51:49,240,2026-03-10 09:37:00,product_support|incident_escalation|product_specialist,Webhook retry settings not visible in admin interface
TKT-00610,2026-03-09 13:39:55,Product Support,P4,DE,chat,SMB,0,0,complex,58,480,2026-03-10 13:40:00,2400,2026-03-16 13:40:00,product_support|de_language|product_specialist,Search results differ between UI and exported report
TKT-00611,2026-03-09 14:03:56,Product Support,P2,DE,email,Enterprise,0,0,complex,60,60,2026-03-09 15:03:56,480,2026-03-10 14:04:00,product_support|de_language|enterprise_handling|product_specialist,Exported CSV misses custom fields in final report
TKT-00612,2026-03-09 14:16:35,Billing,P4,EN,chat,SMB,0,0,simple,15,480,2026-03-10 14:17:00,2400,2026-03-16 14:17:00,billing,Payment method update failed during renewal
TKT-00613,2026-03-09 14:18:05,Account Access,P4,EN,portal,SMB,0,0,simple,7,480,2026-03-10 14:19:00,2400,2026-03-16 14:19:00,account_access,Account locked after repeated login attempts
TKT-00614,2026-03-09 14:22:55,Product Support,P3,EN,email,SMB,0,0,complex,94,240,2026-03-10 10:23:00,960,2026-03-11 14:23:00,product_support|product_specialist,Dashboard filter not persisting for saved view
TKT-00615,2026-03-09 14:30:01,Billing,P3,EN,email,SMB,0,0,simple,12,240,2026-03-10 10:31:00,960,2026-03-11 14:31:00,billing,Seat reduction request still billed at previous volume
TKT-00616,2026-03-09 14:51:13,Product Support,P3,DE,chat,SMB,0,0,simple,11,240,2026-03-10 10:52:00,960,2026-03-11 14:52:00,product_support|de_language,Custom field values not visible in agent workspace
